code,code_0,code_1,code_2,code_3,code_4,description,level,source
Z80-Z99,Z00-Z99,,,,,"Personas con riesgos potenciales para su salud, relacionados con su historia familiar y personal, y algunas condiciones que influyen sobre su estado de salud",1,icdcode.info
G20,G00-G99,G20-G26,,,,Enfermedad de Parkinson,2,icdcode.info
G21,G00-G99,G20-G26,,,,Parkinsonismo secundario,2,icdcode.info
G22,G00-G99,G20-G26,,,,Parkinsonismo en enfermedades clasificadas en otra parte,2,icdcode.info
G23,G00-G99,G20-G26,,,,Otras enfermedades degenerativas de los núcleos de la base,2,icdcode.info
G24,G00-G99,G20-G26,,,,Distonía,2,icdcode.info
G25,G00-G99,G20-G26,,,,Otros trastornos extrapiramidales y del movimiento,2,icdcode.info
G10,G00-G99,G10-G13,,,,Enfermedad de Huntington,2,icdcode.info
G11,G00-G99,G10-G13,,,,Ataxia hereditaria,2,icdcode.info
G12,G00-G99,G10-G13,,,,Atrofia muscular espinal y síndromes afines,2,icdcode.info
G13,G00-G99,G10-G13,,,,Atrofias sistémicas que afectan primariamente el sistema nervioso central en enfermedades clasificadas en otra parte,2,icdcode.info
G00,G00-G99,G00-G09,,,,"Meningitis bacteriana, no clasificada en otra parte",2,icdcode.info
G01,G00-G99,G00-G09,,,,Meningitis en enfermedades bacterianas clasificadas en otra parte,2,icdcode.info
G02,G00-G99,G00-G09,,,,Meningitis en otras enfermedades infecciosas y parasitarias clasificadas en otra parte,2,icdcode.info
G03,G00-G99,G00-G09,,,,Meningitis debida a otras causas y a las no especificadas,2,icdcode.info
G04,G00-G99,G00-G09,,,,"Encefalitis, mielitis y encefalomielitis",2,icdcode.info
G05,G00-G99,G00-G09,,,,"Encefalitis, mielitis y encefalomielitis en enfermedades clasificadas en otra parte",2,icdcode.info
S30,S00-T88,S30-S39,,,,"Traumatismo superficial del abdomen, de la región lumbosacra y de la pelvis",2,icdcode.info
S31,S00-T88,S30-S39,,,,"Herida del abdomen, de la región lumbosacra y de la pelvis",2,icdcode.info
S20,S00-T88,S20-S29,,,,Traumatismo superficial del tórax,2,icdcode.info
S21,S00-T88,S20-S29,,,,Herida del tórax,2,icdcode.info
S22,S00-T88,S20-S29,,,,"Fractura de las costillas, del esternón y de la columna torácica [dorsal]",2,icdcode.info
S23,S00-T88,S20-S29,,,,"Luxación, esguince y torcedura de articulaciones y ligamentos del tórax",2,icdcode.info
S24,S00-T88,S20-S29,,,,Traumatismo de nervios y de la médula espinal a nivel del tórax,2,icdcode.info
S10,S00-T88,S10-S19,,,,Traumatismo superficial del cuello,2,icdcode.info
S11,S00-T88,S10-S19,,,,Herida del cuello,2,icdcode.info
S12,S00-T88,S10-S19,,,,Fractura del cuello,2,icdcode.info
S00,S00-T88,S00-S09,,,,Traumatismo superficial de la cabeza,2,icdcode.info
S01,S00-T88,S00-S09,,,,Herida de la cabeza,2,icdcode.info
S02,S00-T88,S00-S09,,,,Fractura de huesos del cráneo y de la cara,2,icdcode.info
S03,S00-T88,S00-S09,,,,"Luxación, esguince y torcedura de articulaciones y de ligamentos de la cabeza",2,icdcode.info
S04,S00-T88,S00-S09,,,,Traumatismo de nervios craneales,2,icdcode.info
F90,F01-F99,F90-F98,,,,Trastornos hipercinéticos,2,icdcode.info
F91,F01-F99,F90-F98,,,,Trastornos de la conducta,2,icdcode.info
F92,F01-F99,F90-F98,,,,Trastornos mixtos de la conducta y de las emociones,2,icdcode.info
F93,F01-F99,F90-F98,,,,Trastornos emocionales de comienzo específico en la niñez,2,icdcode.info
F94,F01-F99,F90-F98,,,,Trastornos del comportamiento social de comienzo específico en la niñez y en la adolescencia,2,icdcode.info
F95,F01-F99,F90-F98,,,,Trastornos por tics,2,icdcode.info
F98,F01-F99,F90-F98,,,,Otros trastornos emocionales y del comportamiento que aparecen habitualmente en la niñez y en la adolescencia,2,icdcode.info
F80,F01-F99,F80-F89,,,,Trastornos específicos del desarrollo del habla y del lenguaje,2,icdcode.info
F81,F01-F99,F80-F89,,,,Trastornos específicos del desarrollo de las habilidades escolares,2,icdcode.info
F82,F01-F99,F80-F89,,,,Trastorno específico del desarrollo de la función motriz,2,icdcode.info
F83,F01-F99,F80-F89,,,,Trastornos específicos mixtos del desarrollo,2,icdcode.info
F84,F01-F99,F80-F89,,,,Trastornos generalizados del desarrollo,2,icdcode.info
Y85-Y89,V01-Y99,,,,,Secuelas de causas externas de morbilidad y de mortalidad,1,icdcode.info
Y90-Y98,V01-Y99,,,,,Factores suplementarios relacionados con causas de morbilidad y de mortalidad clasificadas en otra parte,1,icdcode.info
H93,H60-H95,H90-H95,,,,"Otros trastornos del oído, no clasificados en otra parte",2,icdcode.info
H94,H60-H95,H90-H95,,,,Otros trastornos del oído en enfermedades clasificadas en otra parte,2,icdcode.info
H95,H60-H95,H90-H95,,,,"Trastornos del oído y de la apófisis mastoides consecutivos a procedimientos, no clasificados en otra parte",2,icdcode.info
F70,F01-F99,F70-F79,,,,Retraso mental leve,2,icdcode.info
F71,F01-F99,F70-F79,,,,Retraso mental moderado,2,icdcode.info
F72,F01-F99,F70-F79,,,,Retraso mental grave,2,icdcode.info
F73,F01-F99,F70-F79,,,,Retraso mental profundo,2,icdcode.info
F78,F01-F99,F70-F79,,,,Otros tipos de retraso mental,2,icdcode.info
F60,F01-F99,F60-F69,,,,Trastornos específicos de la personalidad,2,icdcode.info
F61,F01-F99,F60-F69,,,,Trastornos mixtos y otros trastornos de la personalidad,2,icdcode.info
F62,F01-F99,F60-F69,,,,"Cambios perdurables de la personalidad, no atribuibles a lesión o a enfermedad cerebral",2,icdcode.info
F50,F01-F99,F50-F59,,,,Trastornos de la ingestión de alimentos,2,icdcode.info
F51,F01-F99,F50-F59,,,,Trastornos no orgánicos del sueño,2,icdcode.info
F52,F01-F99,F50-F59,,,,Disfunción sexual no ocasionada por trastorno ni enfermedad orgánicos,2,icdcode.info
F53,F01-F99,F50-F59,,,,"Trastornos mentales y del comportamiento asociados con el puerperio, no clasificados en otra parte",2,icdcode.info
F54,F01-F99,F50-F59,,,,Factores psicológicos y del comportamiento asociados con trastornos o enfermedades clasificados en otra parte,2,icdcode.info
F55,F01-F99,F50-F59,,,,Abuso de sustancias que no producen dependencia,2,icdcode.info
H55,H00-H59,H55-H59,,,,Nistagmo y otros movimientos oculares irregulares,2,icdcode.info
H57,H00-H59,H55-H59,,,,Otros trastornos del ojo y sus anexos,2,icdcode.info
H58,H00-H59,H55-H59,,,,Otros trastornos del ojo y sus anexos en enfermedades clasificadas en otra parte,2,icdcode.info
H59,H00-H59,H55-H59,,,,"Trastornos del ojo y sus anexos consecutivos a procedimientos, no clasificados en otra parte",2,icdcode.info
A00,A00-B99,A00-A09,,,,Cólera,2,icdcode.info
A01,A00-B99,A00-A09,,,,Fiebres tifoidea y paratifoidea,2,icdcode.info
A02,A00-B99,A00-A09,,,,Otras infecciones debidas a Salmonella,2,icdcode.info
A03,A00-B99,A00-A09,,,,Shigelosis,2,icdcode.info
A04,A00-B99,A00-A09,,,,Otras infecciones intestinales bacterianas,2,icdcode.info
A05,A00-B99,A00-A09,,,,"Otras intoxicaciones alimentarias bacterianas, no clasificadas en otra parte",2,icdcode.info
A06,A00-B99,A00-A09,,,,Amebiasis,2,icdcode.info
G90,G00-G99,G90-G99,,,,Trastornos del sistema nervioso autónomo,2,icdcode.info
G91,G00-G99,G90-G99,,,,Hidrocéfalo,2,icdcode.info
G92,G00-G99,G90-G99,,,,Encefalopatía tóxica,2,icdcode.info
G93,G00-G99,G90-G99,,,,Otros trastornos del encéfalo,2,icdcode.info
G94,G00-G99,G90-G99,,,,Otros trastornos del encéfalo en enfermedades clasificadas en otra parte,2,icdcode.info
G95,G00-G99,G90-G99,,,,Otras enfermedades de la médula espinal,2,icdcode.info
G96,G00-G99,G90-G99,,,,Otros trastornos del sistema nervioso central,2,icdcode.info
G80,G00-G99,G80-G83,,,,Parálisis cerebral,2,icdcode.info
G81,G00-G99,G80-G83,,,,Hemiplejía,2,icdcode.info
G82,G00-G99,G80-G83,,,,Paraplejía y cuadriplejía,2,icdcode.info
G83,G00-G99,G80-G83,,,,Otros síndromes paralíticos,2,icdcode.info
G70,G00-G99,G70-G73,,,,Miastenia gravis y otros trastornos neuromusculares,2,icdcode.info
G71,G00-G99,G70-G73,,,,Trastornos musculares primarios,2,icdcode.info
G72,G00-G99,G70-G73,,,,Otras miopatías,2,icdcode.info
G60,G00-G99,G60-G64,,,,Neuropatía hereditaria e idiopática,2,icdcode.info
G61,G00-G99,G60-G64,,,,Polineuropatía inflamatoria,2,icdcode.info
G62,G00-G99,G60-G64,,,,Otras polineuropatías,2,icdcode.info
G63,G00-G99,G60-G64,,,,Polineuropatías en enfermedades clasificadas en otra parte,2,icdcode.info
G64,G00-G99,G60-G64,,,,Otros trastornos del sistema nervioso periférico,2,icdcode.info
G50,G00-G99,G50-G59,,,,Trastornos del nervio trigémino,2,icdcode.info
G51,G00-G99,G50-G59,,,,Trastornos del nervio facial,2,icdcode.info
G52,G00-G99,G50-G59,,,,Trastornos de otros nervios craneales,2,icdcode.info
G53,G00-G99,G50-G59,,,,Trastornos de los nervios craneales en enfermedades clasificadas en otra parte,2,icdcode.info
G40,G00-G99,G40-G47,,,,Epilepsia,2,icdcode.info
G41,G00-G99,G40-G47,,,,Estado de mal epiléptico,2,icdcode.info
G43,G00-G99,G40-G47,,,,Migraña,2,icdcode.info
H68,H60-H95,H65-H75,,,,Inflamación y obstrucción de la trompa de Eustaquio,2,icdcode.info
H69,H60-H95,H65-H75,,,,Otros trastornos de la trompa de Eustaquio,2,icdcode.info
H70,H60-H95,H65-H75,,,,Mastoiditis y afecciones relacionadas,2,icdcode.info
H71,H60-H95,H65-H75,,,,Colesteatoma del oído medio,2,icdcode.info
H72,H60-H95,H65-H75,,,,Perforación de la membrana timpánica,2,icdcode.info
H73,H60-H95,H65-H75,,,,Otros trastornos de la membrana timpánica,2,icdcode.info
H74,H60-H95,H65-H75,,,,Otros trastornos del oído medio y de la apófisis mastoides,2,icdcode.info
H75,H60-H95,H65-H75,,,,Otros trastornos del oído medio y de la apófisis mastoides en enfermedades clasificadas en otra parte,2,icdcode.info
G35,G00-G99,G35-G37,,,,Esclerosis múltiple,2,icdcode.info
G36,G00-G99,G35-G37,,,,Otras desmielinizaciones diseminadas agudas,2,icdcode.info
G37,G00-G99,G35-G37,,,,Otras enfermedades desmielinizantes del sistema nervioso central,2,icdcode.info
G30,G00-G99,G30-G32,,,,Enfermedad de Alzheimer,2,icdcode.info
G31,G00-G99,G30-G32,,,,"Otras enfermedades degenerativas del sistema nervioso, no clasificadas en otra parte",2,icdcode.info
G32,G00-G99,G30-G32,,,,Otros trastornos degenerativos del sistema nervioso en enfermedades clasificadas en otra parte,2,icdcode.info
D37,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de la cavidad bucal y de los órganos digestivos,2,icdcode.info
D38,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido del oído medio y de los órganos respiratorios e intratorácicos,2,icdcode.info
D39,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos genitales femeninos,2,icdcode.info
D40,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos genitales masculinos,2,icdcode.info
D41,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de los órganos urinarios,2,icdcode.info
D42,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido de las meninges,2,icdcode.info
D43,C00-D49,D37-D48,,,,Tumor de comportamiento incierto o desconocido del encéfalo y del sistema nervioso central,2,icdcode.info
D10,C00-D49,D10-D36,,,,Tumor benigno de la boca y de la faringe,2,icdcode.info
D11,C00-D49,D10-D36,,,,Tumor benigno de las glándulas salivales mayores,2,icdcode.info
D12,C00-D49,D10-D36,,,,"Tumor benigno del colon, del recto, del conducto anal y del ano",2,icdcode.info
D00,C00-D49,D00-D09,,,,"Carcinoma in situ de la cavidad bucal, del esófago y del estómago",2,icdcode.info
D01,C00-D49,D00-D09,,,,Carcinoma in situ de otros órganos digestivos y de los no especificados,2,icdcode.info
D02,C00-D49,D00-D09,,,,Carcinoma in situ del sistema respiratorio y del oído medio,2,icdcode.info
D03,C00-D49,D00-D09,,,,Melanoma in situ,2,icdcode.info
D04,C00-D49,D00-D09,,,,Carcinoma in situ de la piel,2,icdcode.info
D05,C00-D49,D00-D09,,,,Carcinoma in situ de la mama,2,icdcode.info
D06,C00-D49,D00-D09,,,,Carcinoma in situ del cuello del útero,2,icdcode.info
C00-C75,C00-D49,C00-C97,,,,y afines,2,icdcode.info
C76-C80,C00-D49,C00-C97,,,,"Tumores [neoplasias] malignos de sitios mal definidos, secundarios y de sitios no especificados",2,icdcode.info
C81-C96,C00-D49,C00-C97,,,,"Tumores [neoplasias] malignos del tejido linfático, de los órganos hematopoyéticos y de tejidos afines",2,icdcode.info
C97,C00-D49,C00-C97,,,,Tumores malignos (primarios) de sitios múltiples independientes,2,icdcode.info
D70,D50-D89,D70-D77,,,,Agranulocitosis,2,icdcode.info
D71,D50-D89,D70-D77,,,,Trastornos funcionales de los polimorfonucleares neutrófilos,2,icdcode.info
D72,D50-D89,D70-D77,,,,Otros trastornos de los leucocitos,2,icdcode.info
D73,D50-D89,D70-D77,,,,Enfermedades del bazo,2,icdcode.info
D74,D50-D89,D70-D77,,,,Metahemoglobinemia,2,icdcode.info
D65,D50-D89,D65-D69,,,,Coagulación intravascular diseminada [síndrome de desfibrinación],2,icdcode.info
D66,D50-D89,D65-D69,,,,Deficiencia hereditaria del factor VIII,2,icdcode.info
D67,D50-D89,D65-D69,,,,Deficiencia hereditaria del factor IX,2,icdcode.info
D68,D50-D89,D65-D69,,,,Otros defectos de la coagulación,2,icdcode.info
D69,D50-D89,D65-D69,,,,Púrpura y otras afecciones hemorrágicas,2,icdcode.info
D60,D50-D89,D60-D64,,,,"Aplasia adquirida, exclusiva de la serie roja [eritroblastopenia]",2,icdcode.info
D61,D50-D89,D60-D64,,,,Otras anemias aplásticas,2,icdcode.info
D62,D50-D89,D60-D64,,,,Anemia posthemorrágica aguda,2,icdcode.info
D63,D50-D89,D60-D64,,,,Anemia en enfermedades crónicas clasificadas en otra parte,2,icdcode.info
D64,D50-D89,D60-D64,,,,Otras anemias,2,icdcode.info
D55,D50-D89,D55-D59,,,,Anemia debida a trastornos enzimáticos,2,icdcode.info
D56,D50-D89,D55-D59,,,,Talasemia,2,icdcode.info
D57,D50-D89,D55-D59,,,,Trastornos falciformes,2,icdcode.info
D58,D50-D89,D55-D59,,,,Otras anemias hemolíticas hereditarias,2,icdcode.info
D59,D50-D89,D55-D59,,,,Anemia hemolítica adquirida,2,icdcode.info
D50,D50-D89,D50-D53,,,,Anemias por deficiencia de hierro,2,icdcode.info
D51,D50-D89,D50-D53,,,,Anemia por deficiencia de vitamina B12,2,icdcode.info
D52,D50-D89,D50-D53,,,,Anemia por deficiencia de folatos,2,icdcode.info
D53,D50-D89,D50-D53,,,,Otras anemias nutricionales,2,icdcode.info
E20,E00-E89,E20-E35,,,,Hipoparatiroidismo,2,icdcode.info
E21,E00-E89,E20-E35,,,,Hiperparatiroidismo y otros trastornos de la glándula paratiroides,2,icdcode.info
E22,E00-E89,E20-E35,,,,Hiperfunción de la glándula hipófisis,2,icdcode.info
E23,E00-E89,E20-E35,,,,Hipofunción y otros trastornos de la glándula hipófisis,2,icdcode.info
E24,E00-E89,E20-E35,,,,Síndrome de Cushing,2,icdcode.info
E15,E00-E89,E15-E16,,,,Coma hipoglicémico no diabético,2,icdcode.info
E16,E00-E89,E15-E16,,,,Otros trastornos de la secreción interna del páncreas,2,icdcode.info
E10,E00-E89,E10-E14,,,,Diabetes mellitus insulinodependiente,2,icdcode.info
E11,E00-E89,E10-E14,,,,Diabetes mellitus no insulinodependiente,2,icdcode.info
E12,E00-E89,E10-E14,,,,Diabetes mellitus asociada con desnutrición,2,icdcode.info
E13,E00-E89,E10-E14,,,,Otras diabetes mellitus especificadas,2,icdcode.info
E00,E00-E89,E00-E07,,,,Síndrome congénito de deficiencia de yodo,2,icdcode.info
E01,E00-E89,E00-E07,,,,Trastornos tiroideos vinculados a deficiencia de yodo y afecciones relacionadas,2,icdcode.info
E02,E00-E89,E00-E07,,,,Hipotiroidismo subclínico por deficiencia de yodo,2,icdcode.info
E03,E00-E89,E00-E07,,,,Otros hipotiroidismos,2,icdcode.info
E04,E00-E89,E00-E07,,,,Otros bocios no tóxicos,2,icdcode.info
E05,E00-E89,E00-E07,,,,Tirotoxicosis [hipertiroidismo],2,icdcode.info
E06,E00-E89,E00-E07,,,,Tiroiditis,2,icdcode.info
F25,F01-F99,F20-F29,,,,Trastornos esquizoafectivos,2,icdcode.info
F28,F01-F99,F20-F29,,,,Otros trastornos psicóticos de origen no orgánico,2,icdcode.info
F29,F01-F99,F20-F29,,,,"Psicosis de origen no orgánico, no especificada",2,icdcode.info
F16,F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de alucinógenos,2,icdcode.info
F17,F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de tabaco,2,icdcode.info
F18,F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de disolventes volátiles,2,icdcode.info
F19,F01-F99,F10-F19,,,,Trastornos mentales y del comportamiento debidos al uso de múltiples drogas y al uso de otras sustancias psicoactivas,2,icdcode.info
F03,F01-F99,F00-F09,,,,"Demencia, no especificada",2,icdcode.info
F04,F01-F99,F00-F09,,,,"Síndrome amnésico orgánico, no inducido por ­alcohol o por otras sustancias psicoactivas",2,icdcode.info
F05,F01-F99,F00-F09,,,,"Delirio, no inducido por alcohol o por otras ­sustancias psicoactivas",2,icdcode.info
F06,F01-F99,F00-F09,,,,"Otros trastornos mentales debidos a lesión y disfunción cerebral, y a enfermedad física",2,icdcode.info
F07,F01-F99,F00-F09,,,,"Trastornos de la personalidad y del comportamiento debidos a enfermedad, lesión o disfunción cerebral",2,icdcode.info
F09,F01-F99,F00-F09,,,,"Trastorno mental orgánico o sintomático, no especificado",2,icdcode.info
H33,H00-H59,H30-H36,,,,Desprendimiento y desgarro de la retina,2,icdcode.info
H34,H00-H59,H30-H36,,,,Oclusión vascular de la retina,2,icdcode.info
H35,H00-H59,H30-H36,,,,Otros trastornos de la retina,2,icdcode.info
H36,H00-H59,H30-H36,,,,Trastornos de la retina en enfermedades clasificadas en otra parte,2,icdcode.info
T90-T98,S00-T88,,,,,"Secuelas de traumatismos, de envenenamientos y de otras consecuencias de causas externas",1,icdcode.info
G26,G00-G99,G20-G26,,,,Trastornos extrapiramidales y del movimiento en enfermedades clasificadas en otra parte,2,icdcode.info
Z30,Z00-Z99,Z30-Z39,,,,Atención para la anticoncepción,2,icdcode.info
Z31,Z00-Z99,Z30-Z39,,,,Atención para la procreación,2,icdcode.info
Z32,Z00-Z99,Z30-Z39,,,,Examen y prueba del embarazo,2,icdcode.info
Z33,Z00-Z99,Z30-Z39,,,,"Estado de embarazo, incidental",2,icdcode.info
Z34,Z00-Z99,Z30-Z39,,,,Supervisión de embarazo normal,2,icdcode.info
Z35,Z00-Z99,Z30-Z39,,,,Supervisión de embarazo de alto riesgo,2,icdcode.info
Z20,Z00-Z99,Z20-Z29,,,,Contacto con y exposición a enfermedades transmisibles,2,icdcode.info
Z21,Z00-Z99,Z20-Z29,,,,Estado de infección asintomática por el virus de la inmunodeficiencia humana [VIH],2,icdcode.info
Z22,Z00-Z99,Z20-Z29,,,,Portador de agente de enfermedad infecciosa,2,icdcode.info
Z00,Z00-Z99,Z00-Z13,,,,Examen general e investigación de personas sin quejas o sin diagnóstico informado,2,icdcode.info
Z01,Z00-Z99,Z00-Z13,,,,Otros exámenes especiales e investigaciones en personas sin quejas o sin diagnóstico informado,2,icdcode.info
Z02,Z00-Z99,Z00-Z13,,,,Exámenes y contactos para fines administrativos,2,icdcode.info
Z03,Z00-Z99,Z00-Z13,,,,Observación y evaluación médicas por sospecha de enfermedades y afecciones,2,icdcode.info
Z04,Z00-Z99,Z00-Z13,,,,Examen y observación por otras razones,2,icdcode.info
Z08,Z00-Z99,Z00-Z13,,,,Examen de seguimiento consecutivo al tratamiento por tumor maligno,2,icdcode.info
T00,S00-T88,T00-T07,,,,Traumatismos superficiales que afectan múltiples regiones del cuerpo,2,icdcode.info
T01,S00-T88,T00-T07,,,,Heridas que afectan múltiples regiones del cuerpo,2,icdcode.info
S90,S00-T88,S90-S99,,,,Traumatismo superficial del tobillo y del pie,2,icdcode.info
S91,S00-T88,S90-S99,,,,Herida del tobillo y del pie,2,icdcode.info
S92,S00-T88,S90-S99,,,,"Fractura del pie, excepto del tobillo",2,icdcode.info
S93,S00-T88,S90-S99,,,,"Luxación, esguince y torcedura de articulaciones y ligamentos del tobillo y del pie",2,icdcode.info
S94,S00-T88,S90-S99,,,,Traumatismo de nervios a nivel del pie y del tobillo,2,icdcode.info
S80,S00-T88,S80-S89,,,,Traumatismo superficial de la pierna,2,icdcode.info
S81,S00-T88,S80-S89,,,,Herida de la pierna,2,icdcode.info
S82,S00-T88,S80-S89,,,,"Fractura de la pierna, inclusive el tobillo",2,icdcode.info
